Fundos,Setor,Preço Atual (R$),Liquidez Diária (R$),P/VP,Último Dividendo,Dividend Yield,DY (3M) Acumulado,DY (6M) Acumulado,DY (12M) Acumulado,DY (3M) média,DY (6M) média,DY (12M) média,DY Ano,Variação Preço,Rentab. Período,Rentab. Acumulada,Patrimônio Líquido,VPA,P/VPA,DY Patrimonial,Variação Patrimonial,Rentab. Patr. Período,Rentab. Patr. Acumulada,Quant. Ativos,Volatilidade,Num. Cotistas,Tax. Gestão,Tax. Performance,Tax. Administração
RFOF11,Fundo de Fundos,"61,88","234.598,78","0,90","0,65","1,02 %","3,08 %","6,52 %","13,47 %","1,03 %","1,09 %","1,12 %","8,92 %","0,84 %","1,87 %","21,33 %","74.410.688,29","69,02","0,90","0,94 %","-13,66 %","-12,85 %","-11,79 %",14,"24,78",4.019,N/A,N/A,N/A
RIFF11,Indefinido,"7,46","201.153,61",N/A,"0,01","0,08 %","1,30 %","5,16 %","10,54 %","0,43 %","0,86 %","0,88 %","7,86 %","-1,41 %","-1,33 %","22,44 %",N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,"39,71",0,N/A,N/A,N/A
RINV11,Indefinido,"101,60","260.941,91","1,00","1,05","1,02 %","3,03 %","6,23 %","13,13 %","1,01 %","1,04 %","1,09 %","8,57 %","-2,24 %","-1,24 %","22,18 %","334.543.680,68",N/A,N/A,N/A,N/A,N/A,N/A,14,"11,68",3.856,N/A,"1,00 % a.a","15,00 % a.a"
RMAI11,Lajes Corporativas,"81,79","16.953,86","0,78","0,54","0,00 %","1,37 %","3,61 %","7,37 %","0,46 %","0,60 %","0,61 %","5,44 %","0,00 %","0,00 %",N/A,"260.450.069,24","106,58","0,77","0,54 %","-1,19 %","-0,65 %","1,56 %",2,"36,96",1.076,N/A,N/A,N/A
RNDP11,Papéis,"40,50","14.794,00","1,01","40,38","99,67 %","0,00 %","101,28 %","152,95 %","0,00 %","16,88 %","12,75 %","145,40 %","-5,64 %","88,42 %","309,72 %","4.329.855,96",N/A,N/A,"0,00 %","-100,00 %","0,00 %","0,00 %",14,"106,75",1.292,N/A,N/A,N/A
RNGO11,Lajes Corporativas,"50,15","47.749,13","0,60","0,27","0,53 %","2,24 %","4,91 %","10,30 %","0,75 %","0,82 %","0,86 %","6,76 %","6,66 %","7,22 %","30,71 %","224.248.221,95","83,80","0,60","0,48 %","-3,28 %","-2,82 %","1,69 %",4,"15,47",7.666,N/A,"0,20 % a.a",N/A
ROOF11,Fundo de Desenvolvimento,"386,40","386,00","0,95","9,03","1,31 %","0,00 %","15,90 %","19,61 %","0,00 %","2,65 %","1,63 %","15,90 %","0,00 %","1,31 %","16,09 %","31.673.296,86",N/A,N/A,N/A,N/A,N/A,N/A,39,"42,45",81,N/A,N/A,N/A
RPRI11,Papéis,"83,25","291.493,17","0,85","1,05","1,20 %","3,83 %","7,82 %","15,17 %","1,28 %","1,30 %","1,26 %","10,42 %","-0,74 %","0,45 %","21,39 %","343.010.567,91",N/A,N/A,N/A,N/A,N/A,N/A,14,"15,84",4.178,N/A,"1,60 % a.a",N/A
RRCI11,Papéis,"76,89","73.117,87","0,86","0,85","1,15 %","3,46 %","7,13 %","14,88 %","1,15 %","1,19 %","1,24 %","9,75 %","0,11 %","1,26 %","29,46 %","43.199.467,25","89,67","0,86","0,95 %","-4,69 %","-3,78 %","7,20 %",14,"17,22",1.750,N/A,"1,00 % a.a","20,00 % a.a"
RSPD11,Fundo de Desenvolvimento,"1.009,99","1.010,00","0,96","49,74","4,48 %","4,48 %","6,50 %","11,84 %","1,49 %","1,08 %","0,99 %","9,94 %","11,21 %","16,19 %","15,60 %","156.512.009,75","1.130,10","0,89","0,98 %","-1,08 %","-0,11 %","-0,11 %",14,"72,31",139,N/A,N/A,N/A
RURA11,Indefinido,"8,10","1.533.516,70","0,78","0,11","1,27 %","3,70 %","7,27 %","13,09 %","1,23 %","1,21 %","1,09 %","9,15 %","-0,24 %","1,03 %","25,06 %","1.644.550.430,41","1.644.550.430,41","0,00","0,00 %","0,00 %","0,00 %","0,00 %",0,"23,36",86.588,N/A,"1,00 % a.a","20,00 % a.a"
RVBI11,Fundo de Fundos,"60,71","527.795,83","0,82","0,70","1,11 %","3,26 %","6,66 %","14,01 %","1,09 %","1,11 %","1,17 %","9,23 %","-3,44 %","-2,36 %","21,93 %","764.133.213,28","74,36","0,82","0,94 %","-11,50 %","-10,66 %","-5,09 %",14,"18,68",55.023,"0,80 % a.a","0,13 % a.a","20,00 % a.a"
RZAG11,Indefinido,"8,78","944.492,74","0,91","0,13","1,40 %","4,22 %","8,67 %","17,60 %","1,41 %","1,45 %","1,47 %","11,77 %","0,11 %","1,51 %","39,56 %","657.099.529,54","9,66","0,91","1,29 %","1,07 %","2,38 %","15,14 %",0,"13,68",82.340,N/A,"1,15 % a.a","10,00 % a.a"
RZAK11,Papéis,"80,05","943.787,83","0,94","1,15","1,40 %","4,23 %","8,66 %","18,83 %","1,41 %","1,44 %","1,57 %","12,77 %","-0,97 %","0,42 %","40,33 %","749.312.857,14","85,07","0,94","1,35 %","-9,22 %","-7,99 %","1,92 %",14,"11,76",45.125,N/A,"1,25 % a.a","15,00 % a.a"
RZAT11,Imóveis Industriais e Logísticos,"88,45","458.014,04","0,88","1,05","1,16 %","3,59 %","7,49 %","14,90 %","1,20 %","1,25 %","1,24 %","10,10 %","-1,25 %","-0,10 %","32,69 %","428.672.267,30",N/A,N/A,N/A,N/A,N/A,N/A,13,"17,90",35.315,N/A,"1,00 % a.a","20,00 % a.a"
RZEO11,Indefinido,"185,00","868,50","0,96","6,35","0,00 %","0,00 %","19,47 %","22,02 %","0,00 %","4,87 %","5,51 %","19,47 %","0,00 %","0,00 %",N/A,"609.420.676,65","192,78","0,96","3,29 %","0,00 %","0,00 %","0,00 %",0,"127,01",155,N/A,N/A,N/A
RZLC11,Papéis,"1.008,41","1.180.992,00","1,02","13,70","1,35 %","3,73 %","7,01 %","12,35 %","1,24 %","1,17 %","1,24 %","9,23 %","0,20 %","1,55 %","18,74 %","49.494.753,99",N/A,N/A,N/A,N/A,N/A,N/A,0,"14,74",111,N/A,N/A,N/A
RZTR11,Misto,"89,62","2.085.582,52","0,93","1,00","1,10 %","3,34 %","7,02 %","14,43 %","1,11 %","1,17 %","1,20 %","9,72 %","-4,20 %","-3,15 %","22,31 %","1.812.204.655,45","96,13","0,93","1,09 %","-1,33 %","-0,26 %","11,19 %",16,"13,64",144.989,"1,25 % a.a",N/A,"20,00 % a.a"
RZZR11,Imóveis Industriais e Logísticos,"140,00","46.375,21","0,79","1,20","0,82 %","1,65 %","4,24 %","8,43 %","0,55 %","0,71 %","0,70 %","6,05 %","0,79 %","1,62 %","-3,30 %","924.962.211,79",N/A,N/A,N/A,N/A,N/A,N/A,10,"68,79",457,N/A,N/A,N/A
SADI11,Papéis,"8,63","180.612,57","0,90","0,11","1,31 %","3,78 %","7,28 %","13,91 %","1,26 %","1,21 %","1,16 %","9,66 %","-0,91 %","0,38 %","20,05 %","149.095.041,42","9,63","0,90","1,18 %","-90,28 %","-90,16 %","-89,09 %",14,"11,74",11.054,N/A,"1,00 % a.a",N/A
SALI11,Misto,N/A,N/A,N/A,"0,96","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %",N/A,"7.491.575,49",N/A,N/A,N/A,N/A,N/A,N/A,5,N/A,2,N/A,N/A,N/A
SAPI11,Misto,"8,68","125.867,91","0,87","0,11","1,31 %","3,98 %","7,91 %","15,19 %","1,33 %","1,32 %","1,27 %","10,69 %","0,46 %","1,78 %","28,68 %","152.773.880,03",N/A,N/A,N/A,N/A,N/A,N/A,14,"20,92",3.238,N/A,"1,00 % a.a",N/A
SARE11,Misto,"4,49","375.745,65","0,58","0,03","0,56 %","1,11 %","2,92 %","6,27 %","0,37 %","0,49 %","0,52 %","4,13 %","-1,49 %","-0,94 %","36,29 %","715.852.065,33","7,75","0,58","0,34 %","-91,79 %","-91,76 %","-91,52 %",2,"22,83",28.231,N/A,"1,25 % a.a",N/A
SCPF11,Shoppings,"2,84","1.939,48","0,26","0,05","1,07 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","1,46 %","-8,68 %","-7,70 %","-11,74 %","44.602.140,58","11,84","0,24","0,38 %","1,11 %","1,49 %","-3,03 %",1,"70,33",4.455,N/A,"4,00 % a.a",N/A
SDIL11,Imóveis Industriais e Logísticos,"96,50","1.030.917,86","1,01","0,75","0,76 %","2,49 %","5,22 %","10,27 %","0,83 %","0,87 %","0,86 %","6,12 %","2,04 %","2,82 %","10,51 %","612.048.658,06","98,33","0,98","0,83 %","-0,22 %","0,61 %","9,86 %",5,"14,97",63.292,N/A,"0,84 % a.a",N/A
SEED11,Indefinido,"100,00","200,00","1,12","0,86","0,00 %","0,00 %","3,85 %","8,08 %","0,00 %","0,64 %","0,67 %","5,89 %","0,00 %","0,00 %",N/A,"146.350.596,31",N/A,N/A,N/A,N/A,N/A,N/A,14,"27,26",131,N/A,N/A,N/A
SEQR11,Misto,"48,39","105.448,04","0,52","0,58","1,23 %","3,59 %","7,37 %","14,99 %","1,20 %","1,23 %","1,25 %","9,94 %","-4,21 %","-3,03 %","15,18 %","154.585.692,24","92,81","0,52","0,63 %","-1,01 %","-0,39 %","5,44 %",4,"16,71",4.667,N/A,"1,24 % a.a","20,00 % a.a"
SHOP11,Shoppings,"28,00","1.601,47","0,86","6,75","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %",N/A,"75.444.015,94",N/A,N/A,N/A,N/A,N/A,N/A,1,"158,28",96,N/A,N/A,N/A
SHPH11,Shoppings,"980,00","66.047,39","0,97","5,30","0,55 %","4,00 %","5,83 %","9,14 %","1,33 %","0,97 %","0,76 %","7,01 %","2,64 %","3,21 %","35,09 %","616.377.584,13","1.012,20","0,97","0,52 %","13,20 %","13,79 %","19,40 %",1,"42,51",2.118,N/A,"0,20 % a.a",N/A
SHSO11,Indefinido,N/A,N/A,N/A,"0,42","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %",N/A,"118.155.565,38",N/A,N/A,N/A,N/A,N/A,N/A,14,N/A,8.102,N/A,N/A,N/A
SIGR11,Indefinido,"99,90","100,00","10,58","1,30","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","1,32 %","0,00 %","0,00 %",N/A,"189.178.719,25",N/A,N/A,N/A,N/A,N/A,N/A,14,"1,55",9.104,N/A,N/A,N/A
SJAU11,Imóveis Industriais e Logísticos,"14,49","1.234,04","9,98","20,13","69,85 %","69,85 %","255,73 %","255,73 %","34,93 %","127,87 %","127,87 %","255,73 %","58,26 %","168,81 %","168,81 %","11.380.570,56",N/A,N/A,N/A,N/A,N/A,N/A,14,"1.028,09",348,N/A,N/A,N/A
SMRE11,Incorporações,"79,87","302.138,43","0,79","1,01","1,27 %","3,83 %","7,32 %","14,20 %","1,28 %","1,22 %","1,18 %","9,65 %","-0,25 %","1,02 %","-4,92 %","105.815.539,20",N/A,N/A,N/A,N/A,N/A,N/A,14,"50,48",1.422,"0,78 % a.a","0,22 % a.a",N/A
SNAG11,Papéis,"9,53","882.086,78","0,92","0,11","1,13 %","3,40 %","6,97 %","13,89 %","1,13 %","1,16 %","1,16 %","9,47 %","-0,72 %","0,41 %","18,02 %","626.699.026,71","10,32","0,92","1,07 %","-89,81 %","-89,70 %","-89,36 %",0,"14,24",114.557,"8,00 % a.a","0,07 % a.a",N/A
SNCI11,Papéis,"82,31","365.658,22","0,84","1,00","1,15 %","3,37 %","6,81 %","14,24 %","1,12 %","1,14 %","1,19 %","9,30 %","-2,89 %","-1,77 %","25,17 %","408.714.622,18","97,31","0,85","1,03 %","-0,09 %","0,93 %","10,92 %",14,"18,42",37.414,"0,70 % a.a","0,15 % a.a",N/A
SNEL11,Fundo de Desenvolvimento,"8,38","854.759,13","0,97","0,10","1,18 %","3,52 %","7,08 %","14,48 %","1,17 %","1,18 %","1,21 %","9,50 %","-1,05 %","0,12 %","13,51 %","330.394.876,71",N/A,N/A,N/A,N/A,N/A,N/A,14,"12,99",37.520,"1,08 % a.a","0,12 % a.a","20,00 % a.a"
SNFF11,Fundo de Fundos,"67,53","325.641,87","0,83","0,72","1,03 %","3,00 %","6,06 %","12,22 %","1,00 %","1,01 %","1,02 %","8,15 %","-5,24 %","-4,26 %","3,32 %","329.286.900,34","81,90","0,82","0,88 %","-7,47 %","-6,65 %","-5,10 %",14,"15,21",27.889,N/A,"0,73 % a.a","10,00 % a.a"
SNFZ11,Misto,"9,79","68.041,39","0,99","0,10","1,02 %","2,70 %","4,66 %","8,22 %","0,90 %","0,78 %","0,75 %","5,92 %","-1,51 %","-0,50 %","9,66 %","61.644.405,00","9,94","0,98","1,01 %","0,00 %","0,00 %","0,00 %",0,"17,97",3.990,"0,87 % a.a","0,13 % a.a","20,00 % a.a"
SNID11,Indefinido,"10,08","94.960,87",N/A,"0,12","1,16 %","3,51 %","7,02 %","13,80 %","1,17 %","1,17 %","1,15 %","9,37 %","-0,10 %","1,06 %","30,63 %",N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,"19,57",0,"0,85 % a.a","0,10 % a.a",N/A
SNLG11,Imóveis Industriais e Logísticos,"1,38","86.650,00","4,00","0,84","8.400,00 %","0,00 %","8.400,00 %","8.934,54 %","0,00 %","1.400,00 %","744,55 %","8.496,77 %","-96,77 %","174,19 %","457,52 %","908.985,56",N/A,N/A,N/A,N/A,N/A,N/A,6,"2.214,12",11.980,N/A,"1,00 % a.a",N/A
SNME11,Indefinido,"9,55","34.470,22","1,02","0,11","1,15 %","3,46 %","7,05 %","14,17 %","1,15 %","1,18 %","1,18 %","9,64 %","0,63 %","1,79 %","16,50 %","69.538.456,24",N/A,N/A,N/A,N/A,N/A,N/A,2,"20,27",3.908,"0,79 % a.a","0,20 % a.a","20,00 % a.a"
SOLR11,Imóveis Comerciais - Outros,"1.051,35","4.931.882,00","1,13","4,77","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %",N/A,"61.131.772,81",N/A,N/A,N/A,N/A,N/A,N/A,1,"121,75",56,N/A,N/A,N/A
SPDE11,Indefinido,"1.266,67","2.533,30","0,96","4,66","0,00 %","0,00 %","4,23 %","13,45 %","0,00 %","0,71 %","1,35 %","5,91 %","0,00 %","0,00 %",N/A,"120.822.560,07",N/A,N/A,N/A,N/A,N/A,N/A,14,"52,53",120,N/A,N/A,N/A
SPMO11,Indefinido,"144,00","335.334,00","1,07","0,43","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %",N/A,"243.992.198,47",N/A,N/A,N/A,N/A,N/A,N/A,14,"25,50",14,N/A,N/A,N/A
SPTW11,Lajes Corporativas,"33,85","48.281,48","0,58","0,42","1,20 %","3,64 %","7,48 %","15,06 %","1,21 %","1,25 %","1,26 %","10,30 %","-2,91 %","-1,75 %","18,68 %","105.290.010,56","58,56","0,58","0,77 %","5,06 %","5,87 %","21,56 %",1,"24,54",18.838,N/A,"0,25 % a.a",N/A
SPVJ11,Shoppings,N/A,N/A,N/A,"0,15","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %",N/A,"126.809.355,39","20,09",N/A,"0,90 %","-82,72 %","-82,56 %","-79,74 %",14,N/A,25,N/A,"0,20 % a.a",N/A
SPXS11,Indefinido,"8,39","416.011,35","0,91","0,10","1,24 %","3,59 %","7,06 %","14,62 %","1,20 %","1,18 %","1,22 %","9,72 %","-3,12 %","-1,92 %","17,88 %","189.453.489,91",N/A,N/A,N/A,N/A,N/A,N/A,14,"20,94",19.634,N/A,"0,80 % a.a","20,00 % a.a"
SRVD11,Indefinido,"3,00","233,91","17,65","0,20","2,29 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","3,30 %","-9,79 %","-7,73 %","-7,73 %","16.019.452,30","1,19","2,53","16,87 %","-0,11 %","16,74 %","25,64 %",14,"375,98",106,N/A,N/A,N/A
STRX11,Fundo de Desenvolvimento,"153,61","153,00","1,08","0,89","0,00 %","0,00 %","1,63 %","4,19 %","0,00 %","0,27 %","0,35 %","2,76 %","0,00 %","0,00 %",N/A,"228.918.338,75","141,87","1,08","0,67 %","-4,35 %","-3,71 %","7,96 %",3,"4,46",110,N/A,N/A,N/A
TCPF11,Misto,"39,53",N/A,"0,39","1,31","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %",N/A,"29.793.251,59",N/A,N/A,N/A,N/A,N/A,N/A,14,N/A,52,N/A,N/A,N/A
TELM11,Indefinido,"9,85","1.014,00","1,01","0,10","0,00 %","1,01 %","4,09 %","6,50 %","0,34 %","0,68 %","0,81 %","5,80 %","0,00 %","0,00 %",N/A,"20.841.722,27",N/A,N/A,N/A,N/A,N/A,N/A,14,"41,29",112,N/A,N/A,N/A
TEPP11,Lajes Corporativas,"79,19","378.054,04","0,81","0,91","1,10 %","3,55 %","7,05 %","13,14 %","1,18 %","1,18 %","1,10 %","9,21 %","-2,15 %","-1,08 %","17,94 %","409.444.515,06","96,98","0,82","1,13 %","1,32 %","2,47 %","14,36 %",4,"15,69",29.774,"0,90 % a.a","0,13 % a.a",N/A
TGAR11,Fundo de Desenvolvimento,"84,86","3.399.833,43","0,76","1,00","1,22 %","3,43 %","7,00 %","14,32 %","1,14 %","1,17 %","1,19 %","9,64 %","-10,91 %","-9,82 %","0,49 %","2.598.153.093,71","110,24","0,77","0,91 %","-13,73 %","-12,94 %","-2,93 %",9,"23,36",155.955,"1,28 % a.a","0,22 % a.a","30,00 % a.a"
TJKB11,Indefinido,"250,09","17.452,39","0,96","2,90","1,16 %","3,44 %","7,01 %","14,02 %","1,15 %","1,17 %","1,17 %","8,31 %","-0,28 %","0,87 %","0,76 %","303.784.719,35",N/A,N/A,N/A,N/A,N/A,N/A,10,"54,59",352,N/A,"0,60 % a.a",N/A
TMPS11,Fundo de Fundos,"80,54","260.972,13","0,88","0,85","1,06 %","3,07 %","6,20 %","15,33 %","1,02 %","1,03 %","1,28 %","9,59 %","-1,91 %","-0,87 %","16,74 %","90.320.844,45",N/A,N/A,N/A,N/A,N/A,N/A,14,"18,25",1.958,N/A,"0,90 % a.a","20,00 % a.a"
TOPP11,Imóveis Comerciais - Outros,"68,17","512.847,22","0,65","0,84","1,21 %","3,57 %","7,20 %","11,93 %","1,19 %","1,20 %","1,19 %","9,70 %","-2,28 %","-1,10 %","19,52 %","467.775.899,06",N/A,N/A,N/A,N/A,N/A,N/A,2,"30,20",4.778,N/A,N/A,N/A
TORD11,Misto,"3,24","14.413,91","0,09","0,01","0,29 %","2,76 %","2,76 %","3,34 %","0,92 %","0,46 %","0,28 %","3,34 %","0,89 %","1,18 %","-89,14 %","203.881.002,59","13,94","0,23","0,36 %","8,23 %","8,62 %","12,48 %",1,"33,68",50.193,N/A,"1,50 % a.a","20,00 % a.a"
TRBL11,Imóveis Industriais e Logísticos,"58,17","358.899,22","0,67","0,60","1,11 %","2,94 %","5,83 %","11,63 %","0,98 %","0,97 %","0,97 %","7,81 %","-10,31 %","-9,31 %","-12,50 %","669.813.570,25",N/A,N/A,N/A,N/A,N/A,N/A,5,"33,16",49.528,N/A,"0,84 % a.a",N/A
TRNT11,Lajes Corporativas,"97,00","15.770,68","0,55","0,07","0,06 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,71 %","0,00 %","0,00 %",N/A,"697.995.136,78","197,64","0,49","0,04 %","0,38 %","0,42 %","-0,87 %",1,"44,08",535,N/A,N/A,N/A
TRXB11,Fundo de Desenvolvimento,"142,00","1.086,60","1,50","1,60","1,12 %","3,19 %","5,76 %","18,82 %","1,06 %","0,96 %","1,57 %","12,04 %","3,27 %","4,42 %","35,35 %","374.998.996,07",N/A,N/A,N/A,N/A,N/A,N/A,13,"75,19",450,N/A,N/A,N/A
TRXF11,Imóveis Comerciais - Outros,"96,90","5.457.180,22","0,96","0,93","0,94 %","3,33 %","6,14 %","13,67 %","1,11 %","1,02 %","1,14 %","9,73 %","-3,75 %","-2,85 %","15,17 %","3.287.113.260,50","101,16","0,96","1,49 %","-4,07 %","-2,64 %","12,98 %",48,"12,46",191.196,"1,00 % a.a",N/A,"20,00 % a.a"
TRXY11,Outros,"9,55","35.964,09","1,03","0,11","1,14 %","3,57 %","7,11 %","10,13 %","1,19 %","1,19 %","1,45 %","10,13 %","0,83 %","1,98 %","14,49 %","33.237.757,63",N/A,N/A,N/A,N/A,N/A,N/A,0,"33,01",653,N/A,N/A,N/A
TSER11,Lajes Corporativas,"97,00","194,00","1,00","0,96","0,00 %","0,00 %","2,96 %","8,82 %","0,00 %","0,49 %","0,74 %","4,97 %","0,00 %","0,00 %",N/A,"134.941.429,30",N/A,N/A,N/A,N/A,N/A,N/A,1,"13,21",19,N/A,N/A,N/A
TVRI11,Agências de Bancos,"91,51","553.203,13","0,88","1,05","1,14 %","3,36 %","6,95 %","13,89 %","1,12 %","1,16 %","1,16 %","9,44 %","-1,82 %","-0,70 %","22,33 %","1.654.574.540,82",N/A,N/A,N/A,N/A,N/A,N/A,59,"16,00",61.671,N/A,"0,28 % a.a",N/A
URHF11,Outros,"84,50","9.727,38","0,88","1,25","1,42 %","4,24 %","8,71 %","16,52 %","1,41 %","1,45 %","1,38 %","11,76 %","-2,20 %","-0,81 %","9,21 %","10.545.223,90",N/A,N/A,N/A,N/A,N/A,N/A,14,"82,04",205,N/A,N/A,N/A
URPR11,Papéis,"34,10","791.613,17","0,33","0,40","1,05 %","3,10 %","7,31 %","16,08 %","1,03 %","1,22 %","1,34 %","10,38 %","-5,53 %","-4,53 %","-23,91 %","1.194.002.523,53","101,76","0,34","0,44 %","2,99 %","3,44 %","28,04 %",14,"26,86",69.116,"0,95 % a.a","0,25 % a.a","20,00 % a.a"
VANG11,Indefinido,"100,00","11.152,67",N/A,"1,00","0,00 %","0,00 %","3,00 %","7,93 %","0,00 %","0,50 %","0,88 %","4,98 %","0,00 %","0,00 %",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,"45,05",0,N/A,N/A,N/A
VCJR11,Papéis,"79,18","1.474.999,13","0,86","0,95","1,17 %","3,57 %","8,01 %","14,84 %","1,19 %","1,34 %","1,24 %","10,75 %","-1,41 %","-0,26 %","20,42 %","1.370.775.819,61","93,10","0,85","1,02 %","-1,22 %","-0,21 %","12,54 %",14,"18,43",30.799,N/A,"1,60 % a.a",N/A
VCRA11,Indefinido,"61,40","411.378,43","0,60","0,95","1,51 %","3,62 %","8,33 %","17,84 %","1,21 %","1,39 %","1,49 %","11,81 %","-1,96 %","-0,48 %","16,56 %","468.627.584,96","468.627.584,96","0,00","0,00 %","457.712.861,68 %","457.712.862,55 %","464.418.815,17 %",0,"21,28",9.910,N/A,"1,30 % a.a",N/A
VCRI11,Papéis,"7,16","185.386,39","0,78","0,09","1,19 %","3,97 %","7,93 %","15,39 %","1,32 %","1,32 %","1,28 %","10,53 %","0,27 %","1,46 %","23,46 %","191.968.095,26","9,34","0,77","1,18 %","-1,16 %","0,00 %","1,78 %",14,"19,18",14.186,N/A,"0,95 % a.a","20,00 % a.a"
VCRR11,Imóveis Residenciais,"63,92","185.760,74","0,51","0,50","0,77 %","2,33 %","4,99 %","10,80 %","0,78 %","0,83 %","0,90 %","6,93 %","-1,95 %","-1,20 %","17,31 %","253.387.434,44","126,69","0,50","0,39 %","-1,21 %","-0,82 %","13,63 %",14,"25,84",3.590,N/A,"0,80 % a.a","15,00 % a.a"
VGHF11,Misto,"7,64","1.974.899,57","0,89","0,09","1,17 %","3,63 %","7,31 %","14,60 %","1,21 %","1,22 %","1,22 %","9,92 %","-0,77 %","0,39 %","18,03 %","1.399.879.391,02","8,50","0,90","1,18 %","-7,21 %","-6,11 %","5,94 %",14,"17,37",393.812,"0,90 % a.a",N/A,"20,00 % a.a"
VGIA11,Indefinido,"9,05","977.191,74","0,93","0,13","1,43 %","4,17 %","8,43 %","17,62 %","1,39 %","1,41 %","1,47 %","11,43 %","-1,09 %","0,33 %","43,82 %","837.226.276,82","9,68","0,93","1,29 %","1,59 %","2,90 %","11,28 %",0,"15,53",168.638,"1,15 % a.a",N/A,"10,00 % a.a"
VGII11,Tecidos. Vestuário e Calçados,"101,41","4.000.016,00","1,05","4,82","5,33 %","0,00 %","0,00 %","9,63 %","0,00 %","0,00 %","0,80 %","5,33 %","0,00 %","5,33 %","5,33 %","50.299.358,16",N/A,N/A,N/A,N/A,N/A,N/A,14,"17,46",3,N/A,N/A,N/A
VGIP11,Papéis,"80,93","1.117.649,04","0,90","0,76","0,93 %","4,86 %","8,40 %","15,31 %","1,62 %","1,40 %","1,28 %","10,85 %","-2,97 %","-2,07 %","38,22 %","1.040.556.952,55","88,28","0,92","1,42 %","-2,39 %","-1,01 %","7,61 %",14,"20,37",84.604,N/A,"1,00 % a.a","20,00 % a.a"
VGIR11,Papéis,"9,48","3.249.232,74","0,97","0,14","1,46 %","4,01 %","7,82 %","15,23 %","1,34 %","1,30 %","1,27 %","10,36 %","0,84 %","2,32 %","31,31 %","1.424.510.690,63","9,75","0,97","1,23 %","1,14 %","2,39 %","-88,73 %",1,"12,72",256.349,"0,80 % a.a","0,20 % a.a","20,00 % a.a"
VGRI11,Misto,"8,49","304.496,04","0,81","0,12","1,37 %","4,27 %","9,62 %","22,06 %","1,42 %","1,60 %","1,84 %","14,08 %","2,81 %","4,22 %","39,27 %","370.669.388,41",N/A,N/A,N/A,N/A,N/A,N/A,5,"22,04",18.015,N/A,"1,30 % a.a",N/A
VIDS11,Fundo de Desenvolvimento,"915,64",N/A,"1,15","16,06","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %",N/A,"75.395.390,64",N/A,N/A,N/A,N/A,N/A,N/A,14,"0,42",199,N/A,N/A,N/A
VIFI11,Fundo de Fundos,"6,96","30,26","0,87","0,07","1,01 %","0,00 %","1,01 %","6,94 %","0,00 %","0,17 %","0,58 %","3,00 %","-7,57 %","-6,64 %","5,15 %","64.507.809,24","7,97","0,87","0,88 %","-9,94 %","-9,15 %","-72,22 %",14,"18,60",5.521,N/A,"0,95 % a.a","20,00 % a.a"
VIGT11,N/A,"40,07","298.505,96",N/A,"0,15","0,39 %","1,22 %","2,19 %","5,70 %","0,41 %","0,37 %","0,48 %","2,87 %","5,51 %","5,92 %","-30,17 %",N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,"56,51",0,N/A,"1,50 % a.a","0,00 % a.a"
VILG11,Imóveis Industriais e Logísticos,"80,67","1.050.003,83","0,72","0,72","0,88 %","2,50 %","4,98 %","10,01 %","0,83 %","0,83 %","0,83 %","6,81 %","-3,65 %","-2,80 %","20,21 %","1.686.392.948,13","112,45","0,72","0,62 %","0,16 %","0,78 %","7,02 %",15,"18,36",144.571,N/A,N/A,N/A
VINO11,Lajes Corporativas,"4,91","452.042,04","0,48","0,05","0,97 %","3,60 %","6,64 %","12,93 %","1,20 %","1,11 %","1,08 %","8,81 %","0,00 %","0,97 %","20,42 %","845.428.886,18","10,21","0,48","0,83 %","-81,35 %","-81,20 %","-80,08 %",10,"24,08",144.133,N/A,"1,10 % a.a","20,00 % a.a"
