Fundos,Setor,Preço Atual (R$),Liquidez Diária (R$),P/VP,Último Dividendo,Dividend Yield,DY (3M) Acumulado,DY (6M) Acumulado,DY (12M) Acumulado,DY (3M) média,DY (6M) média,DY (12M) média,DY Ano,Variação Preço,Rentab. Período,Rentab. Acumulada,Patrimônio Líquido,VPA,P/VPA,DY Patrimonial,Variação Patrimonial,Rentab. Patr. Período,Rentab. Patr. Acumulada,Quant. Ativos,Volatilidade,Num. Cotistas,Tax. Gestão,Tax. Performance,Tax. Administração
KIVO11,Papéis,"63,89","360.954,48","0,74","0,71","1,12 %","4,30 %","8,84 %","17,94 %","1,43 %","1,47 %","1,50 %","13,95 %","-5,38 %","-4,32 %","16,03 %","190.049.906,67",N/A,N/A,N/A,N/A,N/A,N/A,14,"25,19",6.837,N/A,"1,15 % a.a","10,00 % a.a"
KNCA11,Indefinido,"94,09","2.352.806,05","0,92","1,00","1,06 %","3,56 %","7,23 %","14,80 %","1,19 %","1,21 %","1,23 %","11,33 %","1,66 %","2,73 %","25,82 %","2.213.495.853,74","102,48","0,92","1,22 %","0,29 %","1,51 %","12,95 %",0,"20,41",78.449,"1,20 % a.a",N/A,N/A
KNCR11,Papéis,"103,95","11.816.362,71","1,02","1,35","1,28 %","3,75 %","7,17 %","13,58 %","1,25 %","1,20 %","1,13 %","10,48 %","1,79 %","3,10 %","23,91 %","7.782.226.582,36","101,72","1,02","1,33 %","0,96 %","2,30 %","15,80 %",14,"9,91",431.998,"1,00 % a.a",N/A,N/A
KNHF11,Indefinido,"92,80","2.806.715,86","0,93","1,00","1,09 %","3,29 %","6,58 %","13,48 %","1,10 %","1,10 %","1,12 %","10,13 %","1,53 %","2,64 %","31,03 %","1.959.198.829,51",N/A,N/A,N/A,N/A,N/A,N/A,3,"17,80",48.532,N/A,"1,20 % a.a",N/A
KNHY11,Papéis,"101,46","3.251.193,24","1,03","1,30","1,27 %","3,87 %","7,96 %","15,04 %","1,29 %","1,33 %","1,25 %","11,74 %","2,18 %","3,48 %","25,26 %","2.968.728.347,76","98,44","1,03","1,32 %","0,71 %","2,04 %","15,26 %",14,"11,25",25.818,N/A,"1,60 % a.a",N/A
KNIP11,Papéis,"89,20","7.048.835,43","0,98","0,70","0,81 %","2,63 %","6,50 %","12,83 %","0,88 %","1,08 %","1,07 %","10,00 %","-0,06 %","0,75 %","16,55 %","7.342.020.555,38","91,69","0,97","0,87 %","-2,31 %","-1,46 %","7,57 %",14,"10,35",71.968,N/A,"1,00 % a.a",N/A
KNOX11,Indefinido,"101,80","487.008,11",N/A,"2,64","2,68 %","0,00 %","2,68 %","8,58 %","0,00 %","0,45 %","0,72 %","2,68 %","6,21 %","9,06 %","9,06 %",N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,"24,37",0,N/A,N/A,N/A
KNPR11,Indefinido,N/A,N/A,N/A,"3,30","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %",N/A,"54.524.052,24",N/A,N/A,N/A,N/A,N/A,N/A,14,N/A,594,N/A,N/A,N/A
KNRE11,Fundo de Desenvolvimento,"0,31","2.545,15","0,46","0,00","1,68 %","1,68 %","338,66 %","338,66 %","0,56 %","56,44 %","28,22 %","338,66 %","575,00 %","586,34 %","1.099,67 %","12.470.331,32","0,76","0,41","9,22 %","0,00 %","9,22 %","0,46 %",14,"374,39",5.899,N/A,"0,04 % a.a","20,00 % a.a"
KNRI11,Misto,"146,80","4.830.567,52","0,90","1,00","0,71 %","2,12 %","4,27 %","8,99 %","0,71 %","0,71 %","0,75 %","6,62 %","-0,49 %","0,22 %","21,53 %","4.604.433.676,59","163,25","0,90","0,61 %","2,13 %","2,76 %","11,33 %",20,"16,36",298.736,"1,11 % a.a",N/A,N/A
KNSC11,Papéis,"8,71","4.129.834,95","0,99","0,09","1,02 %","3,19 %","6,89 %","13,59 %","1,06 %","1,15 %","1,13 %","10,46 %","0,80 %","1,83 %","25,61 %","1.771.742.851,04","8,76","0,99","1,14 %","-90,06 %","-89,95 %","-88,89 %",14,"15,07",225.562,"1,20 % a.a",N/A,N/A
KNUQ11,Indefinido,"104,31","3.414.865,62","1,03","1,40","1,33 %","4,16 %","8,04 %","15,23 %","1,39 %","1,34 %","1,27 %","11,88 %","1,90 %","3,25 %","28,14 %","2.178.060.075,20",N/A,N/A,N/A,N/A,N/A,N/A,14,"11,05",36.055,N/A,"1,40 % a.a",N/A
KOPA11,Indefinido,"801,97","276.865,29","0,88","40,00","4,75 %","10,02 %","15,51 %","27,98 %","3,34 %","2,59 %","2,33 %","31,77 %","-3,52 %","1,06 %","80,81 %","323.480.062,62","912,04","0,88","4,39 %","0,00 %","0,00 %","0,00 %",0,"27,28",3.460,N/A,"2,00 % a.a","20,00 % a.a"
KORE11,Lajes Corporativas,"71,70","2.347.384,67","0,68","1,25","1,78 %","5,07 %","9,64 %","19,77 %","1,69 %","1,61 %","1,65 %","14,96 %","-2,03 %","-0,29 %","13,09 %","1.019.216.225,82",N/A,N/A,N/A,N/A,N/A,N/A,4,"24,55",25.550,N/A,"1,06 % a.a",N/A
KRES11,Misto,N/A,N/A,N/A,"0,00","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %",N/A,"230.769.412,58",N/A,N/A,N/A,N/A,N/A,N/A,1,N/A,131,N/A,N/A,N/A
LAFI11,Misto,"117,07","51.200,20","1,02","4,94","4,30 %","0,00 %","4,30 %","12,22 %","0,00 %","4,30 %","12,22 %","12,22 %","-1,98 %","2,24 %","2,24 %","88.524.985,95","111,46","1,05","4,43 %","0,00 %","0,00 %","0,00 %",0,"42,99",1.289,N/A,N/A,N/A
LASC11,Shoppings,"90,00","942.023,76","0,66","0,75","0,81 %","7,82 %","13,77 %","17,71 %","2,61 %","2,30 %","1,48 %","10,27 %","-2,47 %","-1,68 %","5,76 %","400.404.927,19","136,18","0,66","0,68 %","27,32 %","28,18 %","28,73 %",2,"73,92",448,N/A,"1,07 % a.a","20,00 % a.a"
LAVF11,Indefinido,N/A,N/A,N/A,"1,30","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %",N/A,"118.155.565,38",N/A,N/A,N/A,N/A,N/A,N/A,14,N/A,8.102,N/A,N/A,N/A
LFTT11,Papéis,"2,10","414.263,00","0,04","0,21","0,00 %","47,98 %","86,12 %","80.801.912,63 %","15,99 %","14,35 %","6.733.492,72 %","187,89 %","0,00 %","0,00 %",N/A,"37.490.104,69","56,89","0,04","3,06 %","42,08 %","46,44 %","-48,40 %",51,"401,68",786,N/A,N/A,N/A
LGCP11,Imóveis Industriais e Logísticos,"82,95","163.106,04","0,65","0,80","1,13 %","3,17 %","5,76 %","10,78 %","1,06 %","0,96 %","0,90 %","10,78 %","-7,22 %","-6,17 %","-7,05 %","457.171.677,92","101,32","0,82","0,79 %","-1,43 %","-0,65 %","7,48 %",5,"9,47",19.183,N/A,"0,46 % a.a",N/A
LIFE11,Imóveis Comerciais - Outros,"8,43","689.576,71","0,86","0,12","1,40 %","4,14 %","8,42 %","17,93 %","1,38 %","1,40 %","1,49 %","13,25 %","-2,72 %","-1,36 %","16,36 %","371.603.202,50",N/A,N/A,N/A,N/A,N/A,N/A,14,"27,29",18.117,N/A,"1,38 % a.a","20,00 % a.a"
LLAO11,Misto,"57,20","57,00","1,11","7,31","11,32 %","0,00 %","0,00 %","13,43 %","0,00 %","0,00 %","1,92 %","11,32 %","-2,11 %","8,97 %","8,97 %","18.656.588,57",N/A,N/A,N/A,N/A,N/A,N/A,12,"26,04",78,N/A,N/A,N/A
LOFT11B,Fundo de Desenvolvimento,"29,90",N/A,"31,47","47,90","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","142,96 %","0,00 %","0,00 %",N/A,"1.868.910,51",N/A,N/A,N/A,N/A,N/A,N/A,2,N/A,8,N/A,N/A,N/A
LPLP11,Indefinido,"500,00","4.309,00","1,63","47,63","0,00 %","0,00 %","0,00 %","3,80 %","0,00 %","0,00 %","0,32 %","11,25 %","0,00 %","0,00 %",N/A,"177.968.810,10",N/A,N/A,N/A,N/A,N/A,N/A,14,"47,83",16,N/A,N/A,N/A
LRDI11,Indefinido,"80,54","81,00","1,00","5,95","0,00 %","0,00 %","13,52 %","13,52 %","0,00 %","13,52 %","13,52 %","13,52 %","0,00 %","0,00 %",N/A,"29.710.785,86",N/A,N/A,N/A,N/A,N/A,N/A,14,"144,75",100,N/A,N/A,N/A
LSAG11,Indefinido,"75,05","42.507,24","0,76","1,10","1,45 %","4,55 %","8,95 %","19,04 %","1,52 %","1,49 %","1,59 %","15,76 %","2,40 %","3,88 %","35,63 %","99.394.037,87","98,47","0,76","1,22 %","0,00 %","0,00 %","0,00 %",0,"20,81",2.780,N/A,"1,47 % a.a",N/A
LSOI11,Misto,"85,00",N/A,"7,16","0,10","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %",N/A,"63.695.104,75",N/A,N/A,N/A,N/A,N/A,N/A,2,N/A,18,N/A,N/A,N/A
LSPA11,Papéis,"24,01","453,61","1,15","20,85","86,84 %","0,00 %","0,00 %","156,10 %","0,00 %","0,00 %","13,01 %","299,45 %","0,00 %","86,84 %","153,73 %","8.473.824,04",N/A,N/A,N/A,N/A,N/A,N/A,14,"83,80",727,N/A,N/A,N/A
LTMT11,Imóveis Residenciais,"98,42","42.025,00","1,00","8,38","8,80 %","0,00 %","0,00 %","8,80 %","0,00 %","0,00 %","8,80 %","8,80 %","0,00 %","0,00 %",N/A,"15.406.960,59",N/A,N/A,N/A,N/A,N/A,N/A,1,"17,89",219,N/A,N/A,N/A
LUGG11,Imóveis Residenciais,"72,82","23.956,00","0,55","0,59","0,88 %","2,59 %","5,08 %","9,23 %","0,86 %","0,85 %","0,77 %","9,23 %","-3,20 %","-2,35 %","-10,08 %","132.968.746,75","117,60","0,62","0,51 %","-7,97 %","-7,50 %","-0,34 %",5,"10,07",7.962,N/A,"1,00 % a.a",N/A
LVBI11,Imóveis Industriais e Logísticos,"108,50","3.256.217,24","0,92","0,75","0,73 %","2,21 %","4,46 %","9,83 %","0,74 %","0,74 %","0,82 %","7,21 %","1,49 %","2,23 %","21,86 %","1.896.641.167,82","117,67","0,92","0,64 %","1,88 %","2,53 %","7,79 %",10,"18,50",129.635,"0,80 % a.a",N/A,N/A
MALL11,Shoppings,"99,90","1.230.798,43","0,82","0,86","0,85 %","2,54 %","5,27 %","10,16 %","0,85 %","0,88 %","0,85 %","6,13 %","1,45 %","2,31 %","17,74 %","1.694.865.745,73","121,22","0,82","0,70 %","1,09 %","1,80 %","18,43 %",11,"12,50",129.577,"0,50 % a.a",N/A,N/A
MANA11,Indefinido,"8,82","1.009.873,05","0,95","0,11","1,27 %","3,81 %","7,79 %","16,10 %","1,27 %","1,30 %","1,34 %","12,03 %","0,35 %","1,62 %","30,25 %","347.871.660,06",N/A,N/A,N/A,N/A,N/A,N/A,14,"14,75",28.825,N/A,"1,00 % a.a","20,00 % a.a"
MATV11,Indefinido,"86,63","13.027,43","1,36","0,60","0,73 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","3,11 %","-1,41 %","-0,69 %","-1,08 %","118.155.565,38","91,09","0,95","0,66 %","-1,89 %","-1,24 %","-0,18 %",1,"0,37",8.102,N/A,N/A,N/A
MAXR11,Varejo,"64,09","48.592,81","0,62","0,45","0,71 %","2,07 %","3,59 %","31,76 %","0,69 %","0,60 %","2,65 %","5,24 %","0,80 %","1,51 %","13,57 %","115.783.608,37","102,86","0,62","0,50 %","-16,43 %","-16,01 %","-9,80 %",7,"17,76",4.308,N/A,"0,30 % a.a",N/A
MBRF11,Lajes Corporativas,N/A,N/A,N/A,"0,50","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %",N/A,N/A,"1.136,01",N/A,"0,88 %","-0,17 %","0,71 %","10,03 %",0,N/A,0,N/A,N/A,N/A
MCCI11,Papéis,"88,55","2.622.915,67","0,96","1,00","1,11 %","3,34 %","6,68 %","13,50 %","1,11 %","1,11 %","1,13 %","10,24 %","5,95 %","7,13 %","41,29 %","1.583.325.856,34","93,36","0,95","1,07 %","0,93 %","2,01 %","6,75 %",14,"16,29",110.036,"0,80 % a.a","0,20 % a.a","20,00 % a.a"
MCEM11,Shoppings,"65,77","86.493,06","1,86","0,67","1,02 %","2,51 %","3,26 %","8,54 %","0,84 %","0,82 %","2,14 %","3,26 %","0,94 %","1,97 %","29,21 %","104.500.880,75",N/A,N/A,N/A,N/A,N/A,N/A,14,"647,69",190,N/A,"1,30 % a.a","20,00 % a.a"
MCHF11,Papéis,"9,10","1.778.820,09","0,14","2,59","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","1,51 %","0,00 %","0,00 %",N/A,"118.155.565,38","10,38","0,88","0,67 %","9,15 %","9,88 %","12,93 %",1,"7,84",8.102,"0,77 % a.a","0,18 % a.a","20,00 % a.a"
MCHY11,Papéis,"8,58","4.789.731,61","0,72","0,10","1,39 %","3,81 %","7,19 %","13,89 %","1,27 %","1,20 %","1,16 %","13,89 %","-12,22 %","-11,00 %","-21,94 %","1.060.212.799,64","9,50","0,90","1,05 %","-90,53 %","-90,43 %","-89,35 %",1,"26,95",93.666,"1,10 % a.a","0,20 % a.a","20,00 % a.a"
MCLO11,Imóveis Industriais e Logísticos,"10,00","287.370,60","0,73","0,08","0,75 %","1,73 %","2,69 %","2,69 %","0,58 %","0,54 %","0,54 %","2,69 %","0,00 %","0,00 %",N/A,"1.714.340.780,46",N/A,N/A,N/A,N/A,N/A,N/A,5,"30,96",205,N/A,N/A,N/A
MCRE11,Papéis,"8,83","2.328.860,33","0,87","0,11","1,25 %","3,85 %","7,80 %","16,42 %","1,28 %","1,30 %","1,37 %","12,14 %","3,65 %","4,95 %","55,36 %","1.133.916.111,87",N/A,N/A,N/A,N/A,N/A,N/A,1,"21,44",81.899,"1,10 % a.a","0,20 % a.a","20,00 % a.a"
MFAI11,Fundo de Fundos,"69,98","11.326,82","0,99","34,18","48,84 %","0,00 %","0,00 %","48,84 %","0,00 %","0,00 %","4,07 %","56,24 %","2,66 %","52,79 %","89,75 %","27.463.042,22",N/A,N/A,"0,00 %","-100,00 %","0,00 %","0,00 %",14,"13,86",2.301,N/A,"1,00 % a.a","20,00 % a.a"
MFII11,Fundo de Desenvolvimento,"79,02","954.072,10","0,77","1,06","1,32 %","4,03 %","8,13 %","16,59 %","1,34 %","1,36 %","1,38 %","12,49 %","0,20 %","1,52 %","8,44 %","618.668.337,07","103,76","0,76","1,02 %","-1,86 %","-0,86 %","9,61 %",1,"21,77",32.711,N/A,"2,00 % a.a","20,00 % a.a"
MGCR11,Papéis,"9,40","259.145,59","0,15","0,33","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","8,00 %","0,00 %","0,00 %",N/A,"118.155.565,38","9,78","0,96","1,02 %","-89,08 %","-88,97 %","-88,55 %",14,"14,56",8.102,N/A,N/A,N/A
MGFF11,Fundo de Fundos,"69,99","2.558.695,75","1,10","4,26","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %",N/A,"118.155.565,38","73,54","0,95","0,71 %","2,57 %","3,29 %","-0,09 %",14,"8,07",8.102,N/A,"0,20 % a.a","20,00 % a.a"
MGHT11,Hotéis,"16,60","33.573,29","0,70","0,13","0,42 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","7,24 %","-14,42 %","-14,07 %","-21,90 %","31.268.518,46","50,81","0,33","0,26 %","-40,63 %","-40,48 %","-43,69 %",1,"52,87",4.167,N/A,"1,20 % a.a","20,00 % a.a"
MGLG11,Imóveis Industriais e Logísticos,"40,99","55.314,19","0,55","0,35","0,86 %","2,58 %","4,56 %","11,69 %","0,86 %","0,76 %","0,97 %","0,86 %","-3,60 %","-2,77 %","-2,77 %","116.088.485,68","61,55","0,67","0,57 %","57,54 %","58,43 %","-18,62 %",2,"27,79",3.712,N/A,"1,00 % a.a",N/A
MGRI11,Indefinido,"58,18",N/A,"0,93","1,49","0,00 %","0,00 %","5,58 %","19,66 %","0,00 %","0,93 %","1,64 %","12,42 %","0,00 %","0,00 %",N/A,"17.780.340,81",N/A,N/A,N/A,N/A,N/A,N/A,1,"4,29",1,"0,85 % a.a","0,14 % a.a",N/A
MINT11,Educacional,"96,50","2.171,20","0,99","14,67","15,20 %","0,00 %","0,00 %","15,20 %","0,00 %","0,00 %","7,60 %","19,77 %","-5,85 %","8,46 %","14,95 %","50.527.673,91",N/A,N/A,N/A,N/A,N/A,N/A,3,"17,23",94,"0,80 % a.a","0,15 % a.a",N/A
MMPD11,Indefinido,N/A,N/A,N/A,"1,52","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %",N/A,"59.508.153,90",N/A,N/A,N/A,N/A,N/A,N/A,14,N/A,102,N/A,N/A,N/A
MORE11,Fundo de Fundos,"76,21","1.327.577,67","1,19","6,02","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %",N/A,"118.155.565,38","86,87","0,88","0,81 %","4,88 %","5,72 %","2,91 %",14,"2,67",8.102,N/A,"1,00 % a.a","20,00 % a.a"
MXRF11,Papéis,"9,78","10.408.600,57","1,03","0,10","1,04 %","3,16 %","6,39 %","12,87 %","1,05 %","1,07 %","1,07 %","9,66 %","1,26 %","2,32 %","24,01 %","4.154.120.032,52","9,50","1,03","1,05 %","-6,03 %","-5,04 %","0,50 %",3,"12,19",1.325.308,N/A,"0,90 % a.a",N/A
NAVT11,Papéis,"71,39","17.038,29","0,83","0,75","1,08 %","3,53 %","6,66 %","14,08 %","1,18 %","1,11 %","1,17 %","10,29 %","-0,57 %","0,50 %","33,69 %","52.378.812,55","85,55","0,83","0,88 %","-4,50 %","-3,66 %","-2,56 %",14,"33,86",2.557,N/A,"1,00 % a.a","20,00 % a.a"
NCHB11,Papéis,"7,97","63.111,70","0,82","0,11","1,34 %","4,06 %","7,73 %","15,13 %","1,35 %","1,29 %","1,26 %","4,06 %","11,10 %","12,58 %","10,18 %","148.979.591,77","9,75","0,82","1,02 %","-89,12 %","-89,01 %","-88,60 %",14,"17,09",11.451,N/A,"1,10 % a.a",N/A
NCRI11,Papéis,"8,81","3.043,71","0,88","0,10","1,20 %","3,67 %","7,63 %","15,58 %","1,22 %","1,27 %","1,30 %","11,72 %","0,00 %","1,20 %","28,18 %","39.369.320,92",N/A,N/A,N/A,N/A,N/A,N/A,1,"40,15",1.203,N/A,N/A,N/A
NELO11,Logística,N/A,N/A,N/A,"113,97","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %",N/A,"451.528.275,60","1.029,24",N/A,"2,47 %","0,00 %","0,00 %","0,00 %",57,N/A,2,N/A,N/A,N/A
NEWL11,Imóveis Industriais e Logísticos,"104,37","178.483,62","0,80","0,95","0,91 %","2,74 %","5,71 %","11,82 %","0,91 %","0,95 %","0,99 %","8,90 %","1,69 %","2,62 %","17,93 %","365.027.569,88","129,89","0,80","0,73 %","8,16 %","8,95 %","24,34 %",3,"15,03",9.870,N/A,"0,95 % a.a","20,00 % a.a"
NEWU11,Lajes Corporativas,"95,94","1.681.323,93","1,14","0,20","0,21 %","0,55 %","0,81 %","1,41 %","0,55 %","0,81 %","0,12 %","1,14 %","19,29 %","19,54 %","24,11 %","62.338.346,02","84,01","1,14","0,24 %","20,69 %","20,97 %","29,64 %",3,"53,04",1.101,N/A,N/A,N/A
NEXG11,Agricultura,"132,70","94.584,05","1,32","1,00","0,75 %","2,27 %","4,55 %","9,48 %","0,76 %","0,76 %","0,79 %","6,73 %","0,90 %","1,65 %","21,53 %","69.989.312,49","100,20","1,32","0,98 %","0,00 %","0,00 %","0,00 %",0,"27,57",625,"1,00 % a.a","0,16 % a.a","20,00 % a.a"
NSLU11,Hospitalar,"204,52","322.661,19","0,97","1,61","0,91 %","2,86 %","5,92 %","12,44 %","0,95 %","0,99 %","1,04 %","9,32 %","5,20 %","6,16 %","33,81 %","271.974.851,84","210,30","0,97","0,79 %","5,72 %","6,55 %","13,06 %",1,"23,79",5.340,N/A,"2,50 % a.a",N/A
NUIF11,Indefinido,"94,00","89.467,67",N/A,"1,20","1,34 %","1,34 %","5,22 %","12,72 %","0,45 %","0,87 %","1,06 %","7,74 %","5,15 %","6,56 %","14,64 %",N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,"30,17",0,N/A,N/A,N/A
NVHO11,Hospitalar,"12,18","1.194,37","0,73","0,09","0,70 %","2,10 %","4,34 %","8,92 %","0,70 %","0,72 %","0,74 %","6,63 %","1,39 %","2,10 %","10,02 %","689.752.069,73","16,62","0,73","0,52 %","19,14 %","19,76 %","40,13 %",4,"64,35",1.810,N/A,N/A,N/A
NVIF11B,Fundo de Desenvolvimento,"227,50",N/A,"0,86","1,11","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %",N/A,"88.829.544,94","263,28","0,86","0,42 %","-15,74 %","-15,38 %","5,40 %",2,N/A,7,N/A,N/A,N/A
NVRP11,Indefinido,"150,00","5.250,00",N/A,"64,73","107,40 %","0,00 %","0,00 %","107,40 %","0,00 %","0,00 %","107,40 %","107,40 %","0,00 %","0,00 %",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,"349,01",0,N/A,N/A,N/A
OBAL11,Imóveis Residenciais,"1.095,00","1.095,00","0,84","81,96","0,00 %","0,00 %","7,34 %","7,34 %","0,00 %","3,67 %","3,67 %","7,34 %","0,00 %","0,00 %",N/A,"183.832.807,05",N/A,N/A,N/A,N/A,N/A,N/A,4,"17,49",104,N/A,N/A,N/A
OCRE11,Papéis,"95,00","13.187,69","1,09","0,66","0,67 %","2,37 %","4,69 %","9,34 %","0,79 %","0,78 %","0,78 %","6,84 %","17,56 %","18,35 %","18,52 %","36.780.525,58",N/A,N/A,N/A,N/A,N/A,N/A,1,"74,65",468,N/A,N/A,N/A
OGHY11,Indefinido,"8,72","22.847,10","0,14","9,40","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,99 %","0,00 %","0,00 %",N/A,"118.155.565,38",N/A,N/A,N/A,N/A,N/A,N/A,14,"57,14",8.102,N/A,N/A,N/A
OGIN11,Misto,"8,37","85.324,14",N/A,"0,08","0,99 %","1,99 %","2,52 %","8,76 %","0,66 %","0,42 %","0,73 %","4,60 %","0,50 %","1,49 %","-10,43 %",N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,"22,13",0,N/A,N/A,N/A
OIAG11,Indefinido,"8,00","157.315,38","0,82","0,12","1,43 %","4,30 %","8,70 %","17,66 %","1,43 %","1,45 %","1,47 %","13,21 %","4,82 %","6,32 %","39,91 %","88.536.763,62","9,80","0,82","1,12 %","0,00 %","0,00 %","0,00 %",0,"16,81",12.516,N/A,"1,10 % a.a","20,00 % a.a"
ONDV11,Exploração de Imóveis,"10,22","4.984,50","0,86","0,13","1,25 %","2,52 %","2,52 %","2,52 %","0,84 %","0,42 %","0,36 %","2,52 %","1,66 %","2,93 %","2,93 %","12.065.662,11",N/A,N/A,N/A,N/A,N/A,N/A,14,"51,70",299,N/A,N/A,N/A
ONEF11,Lajes Corporativas,"200,03","114.431,47","3,13","2,85","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %",N/A,"118.155.565,38","182,79","1,09","17,78 %","-9,26 %","6,88 %","30,26 %",14,"9,40",8.102,N/A,N/A,N/A
OPTM11,Misto,N/A,N/A,N/A,"0,14","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %",N/A,"4.473.691,89",N/A,N/A,N/A,N/A,N/A,N/A,1,N/A,14,N/A,N/A,N/A
ORPD11,Fundo de Desenvolvimento,"93,00","402,75","0,66","1,38","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %",N/A,"41.018.624,14","124,68","0,75","1,11 %","0,95 %","2,06 %","2,06 %",14,"24,80",6,N/A,N/A,N/A
OUFF11,Fundo de Fundos,"61,10","264.340,11","0,96","0,76","1,25 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","7,10 %","-1,44 %","-0,20 %","-4,01 %","118.155.565,38","78,55","0,78","0,96 %","3,49 %","4,49 %","11,00 %",1,"0,13",8.102,N/A,"0,35 % a.a","30,00 % a.a"
OUJP11,Papéis,"76,99","295.291,76","0,77","1,00","1,28 %","4,24 %","8,40 %","17,03 %","1,41 %","1,40 %","1,42 %","13,16 %","1,07 %","2,37 %","29,26 %","326.486.265,62","100,38","0,77","1,00 %","0,49 %","1,49 %","16,64 %",14,"17,04",26.298,N/A,"1,05 % a.a","20,00 % a.a"
OULG11,Imóveis Industriais e Logísticos,"36,57","232.783,43","0,59","0,02","0,05 %","0,69 %","0,69 %","3,02 %","0,69 %","0,69 %","0,25 %","3,02 %","0,26 %","0,31 %","24,24 %","153.019.907,85","61,67","0,59","0,03 %","-7,83 %","-7,80 %","-14,65 %",2,"25,17",3.385,N/A,"1,00 % a.a",N/A
OURE11,Misto,"78,20","224.923,68","1,23","1,09","1,39 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","8,68 %","3,84 %","5,28 %","19,42 %","118.155.565,38","100,43","0,78","1,08 %","10,33 %","11,52 %","23,93 %",1,"6,17",8.102,N/A,"0,95 % a.a","25,00 % a.a"
PABY11,Fundo de Desenvolvimento,"10,25","109,57","0,23","0,13",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"-23.711.416,83","251,42","0,04","0,00 %","1,74 %","1,74 %","5,49 %",15,"47,81",502,N/A,N/A,N/A
PATA11,Misto,"9,97","2.068,85","0,99","0,10","1,00 %","2,93 %","5,90 %","12,33 %","0,98 %","0,98 %","1,03 %","9,66 %","2,04 %","3,06 %","9,98 %","17.090.510,25",N/A,N/A,N/A,N/A,N/A,N/A,14,"86,50",258,N/A,N/A,N/A
PATB11,Lajes Corporativas,N/A,N/A,N/A,"6,81","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %",N/A,"854.748.837,46",N/A,N/A,N/A,N/A,N/A,N/A,3,N/A,1,N/A,N/A,N/A
PATC11,Fundo de Desenvolvimento,"39,25","49.200,90","0,95","0,05","0,13 %","0,44 %","1,69 %","4,33 %","0,44 %","0,28 %","0,36 %","2,98 %","2,12 %","2,25 %","17,86 %","143.195.272,92","41,18","0,95","0,12 %","-46,09 %","-46,03 %","-48,47 %",4,"12,46",5.160,N/A,"1,18 % a.a",N/A
PATL11,Imóveis Industriais e Logísticos,"58,50","394.287,57","0,61","0,57","0,96 %","3,33 %","6,99 %","14,69 %","1,11 %","1,17 %","1,22 %","11,03 %","5,64 %","6,65 %","57,85 %","481.534.117,15","96,47","0,61","0,59 %","-1,68 %","-1,10 %","6,31 %",4,"24,56",25.627,N/A,"1,13 % a.a",N/A
